transaction,customer,credit_card_type,credit_card,product,ip_address,amount,date
871,871,laser,67710792336744521,Salmon - Fillets,86.232.14.103,108.37,2019-11-21
872,872,jcb,3549664092737639,Dill Weed - Dry,32.47.232.120,971.79,2020-10-04
873,873,americanexpress,374283196826390,Calypso - Strawberry Lemonade,47.36.166.198,275.95,2020-06-25
874,874,switch,6759450506888350,Radish - Pickled,205.123.151.177,402.97,2020-11-07
875,875,jcb,3556774950184962,Crackers - Water,74.17.30.212,410.20,2020-07-15
876,876,visa-electron,4913358971201389,Beer - Moosehead,99.145.114.125,247.55,2020-09-19
877,877,mastercard,5100132742872533,Pecan Raisin - Tarts,191.245.64.243,435.25,2020-07-16
878,878,jcb,3547593825857996,"Pasta - Tortellini, Fresh",135.47.162.228,752.38,2020-09-16
879,879,jcb,3579388418487181,Vinegar - Red Wine,199.208.16.51,473.42,2019-11-24
880,880,jcb,3581330319242667,Paper Towel Touchless,219.111.68.189,301.22,2020-02-26
881,881,mastercard,5532555630023959,Cake - Cake Sheet Macaroon,172.48.24.228,90.57,2020-02-15
882,882,visa,4041372385906,Peas Snow,9.63.25.149,291.62,2019-12-24
883,883,mastercard,5100133167062808,Glaze - Clear,208.130.159.197,441.85,2020-04-08
884,884,jcb,3569537454533397,Onions - Red Pearl,128.167.231.39,267.72,2020-06-12
885,885,jcb,3537285236223510,"Sparkling Wine - Rose, Freixenet",130.204.207.22,708.32,2020-06-21
886,886,americanexpress,372301072056783,Chips - Miss Vickies,204.31.8.143,156.97,2020-08-10
887,887,bankcard,5602223677558248,Parasol Pick Stir Stick,104.140.18.125,371.00,2019-12-06
888,888,diners-club-enroute,201759824198376,Pork - Inside,151.80.230.126,233.34,2020-08-08
889,889,americanexpress,372301154069100,"Hickory Smoke, Liquid",12.41.75.21,689.99,2019-12-22
890,890,visa-electron,4026501326971941,Temperature Recording Station,251.97.111.221,799.88,2020-10-12
891,891,solo,6334303084805739096,Ezy Change Mophandle,196.160.5.118,131.50,2020-07-02
892,892,jcb,3532269141610438,"Beef - Rib Roast, Cap On",209.177.243.28,69.23,2020-03-29
893,893,jcb,3558820678996324,"Chicken - Leg, Boneless",23.152.37.34,635.22,2020-08-04
894,894,jcb,3532296633928507,Coffee - Ristretto Coffee Capsule,32.141.224.16,648.30,2020-05-12
895,895,switch,490301784359260534,Wooden Mop Handle,194.16.224.168,751.07,2020-01-20
896,896,jcb,3576332194066622,Cheese - Feta,9.69.5.65,104.37,2020-01-23
897,897,switch,6331104272567063,Pears - Bosc,26.251.216.237,456.46,2020-06-03
898,898,jcb,3534082887052592,Bread - Pita,86.165.252.186,621.93,2019-11-24
899,899,jcb,3553864818801460,Sausage - Blood Pudding,120.34.163.87,472.24,2019-12-04
900,900,jcb,3546027852420056,Wine - Chardonnay Mondavi,128.75.14.143,817.81,2020-05-03
901,901,maestro,060494572695502224,Sage - Fresh,67.77.102.63,243.15,2020-01-19
902,902,jcb,3531639737871910,"Rum - Light, Captain Morgan",168.195.252.109,628.34,2020-02-24
903,903,china-unionpay,5610798823580576,"Pasta - Spaghetti, Dry",172.103.2.188,63.12,2020-03-20
904,904,mastercard,5100139295070498,Cookie Dough - Oatmeal Rasin,215.114.189.57,599.22,2020-01-03
905,905,jcb,3558719801843181,Bacardi Limon,201.130.133.59,433.94,2020-02-16
906,906,maestro,67626647961132744,"Liqueur Banana, Ramazzotti",10.158.37.131,157.95,2020-09-22
907,907,switch,5641823129504326917,"Pork - Loin, Bone - In",67.160.67.47,266.28,2019-12-24
908,908,instapayment,6376920764624393,Fennel - Seeds,225.64.245.207,257.45,2020-09-24
909,909,jcb,3560430558099573,Cookies Cereal Nut,81.29.223.182,895.75,2019-12-17
910,910,switch,564182800501283186,Pickle - Dill,189.117.48.119,52.04,2020-03-10
911,911,maestro,5038039292663150699,Piping Jelly - All Colours,11.151.215.12,977.46,2019-12-22
912,912,visa-electron,4026732417343381,"Radish - Black, Winter, Organic",93.62.15.31,242.45,2020-04-06
913,913,jcb,3560077503519823,Extract - Almond,61.155.12.178,685.00,2020-02-26
914,914,maestro,5020045543988256433,Chocolate - Feathers,177.40.95.226,549.80,2020-09-26
915,915,jcb,3552466584025505,Yukon Jack,69.103.160.123,813.04,2020-05-17
916,916,jcb,3547005750285341,Pears - Anjou,152.188.123.170,561.78,2020-05-17
917,917,diners-club-us-ca,5442236198423449,English Muffin,44.18.98.194,290.81,2020-07-15
918,918,china-unionpay,5602234015565282,Crab - Soft Shell,254.119.145.228,432.19,2020-04-23
919,919,switch,6759028422886904,Ice Cream - Turtles Stick Bar,17.95.96.220,426.99,2020-06-22
920,920,switch,675914810649795222,Veal - Slab Bacon,33.0.58.30,241.16,2020-01-30
921,921,china-unionpay,5602216878390624861,Wine - Beaujolais Villages,162.59.181.89,844.20,2020-01-09
922,922,visa-electron,4917103311257030,Flax Seed,130.70.237.7,998.05,2020-07-13
923,923,visa-electron,4844608842415095,Vinegar - Red Wine,32.182.207.134,457.23,2020-01-28
924,924,jcb,3547800626006396,Wasabi Powder,124.83.165.170,237.39,2020-02-27
925,925,jcb,3533286384183625,Food Colouring - Blue,3.33.105.8,443.23,2020-03-25
926,926,diners-club-enroute,201580372101806,Wanton Wrap,199.96.136.102,595.29,2019-12-08
927,927,diners-club-us-ca,5571594456439017,"Lettuce - Romaine, Heart",216.96.25.208,275.95,2020-11-02
928,928,diners-club-enroute,201707520363539,Sugar - Splenda Sweetener,92.1.184.183,414.96,2020-08-13
929,929,americanexpress,374288353388373,"Soup - Beef Conomme, Dry",75.71.147.199,637.56,2020-04-29
930,930,jcb,3543992557702327,Energy Drink Red Bull,158.151.90.44,474.31,2020-09-13
931,931,maestro,060463477684295474,Veal - Liver,212.174.138.158,55.44,2020-09-30
932,932,visa-electron,4405467020110056,Puree - Strawberry,236.234.139.203,168.73,2020-10-16
933,933,visa,4041599871190058,"Liners - Banana, Paper",47.28.131.123,297.74,2020-04-04
934,934,china-unionpay,5602232899794268139,Napkin Colour,57.13.37.243,551.18,2020-10-16
935,935,jcb,3573022131876125,Cheese - Cottage Cheese,72.203.209.184,97.84,2020-03-25
936,936,switch,4903748508544701,"Pepper - Black, Crushed",140.231.116.192,440.25,2020-11-07
937,937,jcb,3584311045603650,Appetizer - Chicken Satay,84.53.135.48,867.73,2020-03-05
938,938,jcb,3548121482534317,Leeks - Large,161.21.249.159,656.73,2020-06-16
939,939,mastercard,5397830530713957,Chinese Lemon Pork,125.80.39.133,235.35,2020-06-13
940,940,jcb,3573822450122948,Carroway Seed,135.249.17.22,764.57,2020-09-20
941,941,jcb,3586057456880216,Curry Powder Madras,233.178.239.159,307.63,2019-11-17
942,942,bankcard,5602251674043021,Oyster - In Shell,192.135.156.238,606.73,2020-11-08
943,943,jcb,3542782369279023,Wine - Cava Aria Estate Brut,41.104.71.249,718.32,2020-11-03
944,944,jcb,3541013594631932,Tamarillo,45.66.145.149,67.61,2020-02-09
945,945,visa-electron,4844444269491033,Ecolab - Solid Fusion,100.65.185.196,514.97,2020-04-08
946,946,mastercard,5007662947199120,"Mushroom - Shitake, Fresh",23.108.55.120,657.92,2020-06-27
947,947,americanexpress,337941702978403,Carbonated Water - Wildberry,49.54.48.82,527.30,2019-11-17
948,948,laser,63046209557760692,Beer - Fruli,2.162.45.143,188.79,2020-04-08
949,949,visa-electron,4026748197614601,Cucumber - English,92.250.69.201,893.79,2020-10-11
950,950,diners-club-enroute,201847127834167,Cheese - Gouda Smoked,200.246.118.216,969.57,2020-07-19
951,951,americanexpress,337941876163006,Tea - Apple Green Tea,177.224.229.23,433.70,2020-06-21
952,952,visa-electron,4917092196868682,Ham - Black Forest,229.36.229.21,536.83,2020-07-23
953,953,jcb,3558295015845577,Papayas,73.138.107.181,544.97,2019-12-04
954,954,jcb,3568478518767435,Tuna - Yellowfin,141.203.20.52,686.71,2020-08-22
955,955,bankcard,5602242306995449,Pimento - Canned,220.226.124.121,886.61,2020-04-24
956,956,jcb,3569956667770572,Cheese Cloth,127.53.74.126,75.31,2020-03-05
957,957,jcb,3582682877489075,Zucchini - Yellow,131.186.82.129,611.33,2020-01-22
958,958,americanexpress,337941016240540,Creme De Banane - Marie,62.196.134.142,233.10,2020-07-05
959,959,visa-electron,4175006583191851,Bread - Rosemary Focaccia,219.40.244.139,348.07,2020-09-03
960,960,jcb,3558766338402882,Smirnoff Green Apple Twist,132.212.9.208,883.79,2020-08-17
961,961,jcb,3559303328192452,Creme De Menthe Green,29.50.181.150,253.15,2020-10-12
962,962,switch,4903410974508336,Wine - Pinot Noir Stoneleigh,20.53.41.164,35.22,2020-06-15
963,963,switch,491129215125377011,Longos - Burritos,157.147.255.111,818.32,2020-03-29
964,964,jcb,3531736447568610,Breakfast Quesadillas,93.33.105.173,216.85,2020-11-01
965,965,diners-club-carte-blanche,30013445563957,Appetizer - Sausage Rolls,15.109.247.140,467.39,2020-09-16
966,966,jcb,3541426234071055,Crawfish,98.96.83.185,151.34,2020-08-15
967,967,diners-club-enroute,201662112662246,Milk - 2% 250 Ml,162.217.41.9,750.11,2020-06-22
968,968,visa-electron,4405669881424050,Tea - Jasmin Green,12.42.24.162,820.48,2020-04-22
969,969,switch,4911835322034782998,Quinoa,34.172.67.7,205.75,2020-02-08
970,970,china-unionpay,5602239186445180,Chocolate - Unsweetened,16.109.134.56,726.91,2020-04-25
971,971,visa-electron,4913759379040636,Maintenance Removal Charge,252.130.111.136,736.78,2019-12-08
972,972,jcb,3556736711087818,"Tea - Darjeeling, Azzura",161.136.17.255,581.40,2019-12-11
973,973,jcb,3581235585126231,Rabbit - Saddles,199.199.40.252,274.65,2020-09-16
974,974,jcb,3550219943448559,Pomegranates,12.79.96.184,111.21,2020-06-11
975,975,diners-club-enroute,201972644236801,Oil - Sesame,2.229.59.230,742.75,2020-07-21
976,976,laser,6706675558801930386,"Turkey - Breast, Bone - In",52.94.13.219,766.41,2020-10-29
977,977,jcb,3548200398580117,Laundry - Bag Cloth,134.44.92.43,602.10,2020-07-15
978,978,jcb,3588881660265312,Crackers - Soda / Saltins,174.140.90.224,337.85,2020-03-17
979,979,switch,4903902070430589,Soup - French Can Pea,78.147.222.41,157.86,2020-10-20
980,980,americanexpress,348069862857972,Turkey - Oven Roast Breast,94.150.90.4,383.03,2019-12-16
981,981,jcb,3568325518356711,Wine - Shiraz Wolf Blass Premium,32.12.68.210,736.68,2020-05-16
982,982,bankcard,5602232160699690,Oil - Sunflower,21.169.70.67,208.70,2020-06-20
983,983,bankcard,5602235939294925,Cheese - Wine,22.32.134.221,648.75,2020-06-25
984,984,jcb,3540476501203379,Basil - Thai,131.185.141.186,455.53,2020-07-24
985,985,jcb,3543690098990589,Cardamon Seed / Pod,83.153.120.221,734.84,2020-04-20
986,986,maestro,0604981373291375007,Plate Foam Laminated 9in Blk,143.118.111.118,603.42,2020-10-12
987,1,americanexpress,337941318566741,"Olives - Black, Pitted",148.38.72.90,916.14,2020-09-04
988,988,jcb,3571752633197180,Longan,17.236.82.70,975.01,2020-03-21
989,989,mastercard,5257307186363295,Nantucket Cranberry Juice,85.80.57.113,855.35,2020-04-05
990,990,americanexpress,374288052625869,Brandy Apricot,115.54.207.138,435.39,2020-01-16
991,991,switch,4911138103429591,Napkin Colour,221.166.138.138,137.33,2020-10-19
992,500,jcb,3567565665141116,Cheese - Le Cheve Noir,231.131.9.122,708.58,2020-07-09
993,993,jcb,3560788321009462,Soup - Campbells Asian Noodle,58.230.207.151,749.74,2020-06-04
994,994,jcb,3565088237853771,Mix - Cocktail Strawberry Daiquiri,253.115.110.56,44.39,2020-04-02
995,995,laser,6304412963518342,Venison - Liver,239.118.18.50,751.41,2019-12-21
996,996,jcb,3549599055934445,Calypso - Strawberry Lemonade,208.154.197.135,808.93,2020-08-04
997,997,jcb,3551055729515081,Tuna - Sushi Grade,2.255.163.171,157.88,2020-02-16
998,998,visa-electron,4508897692112467,Bread - Calabrese Baguette,109.23.246.219,678.70,2020-05-03
999,999,americanexpress,374622529232422,Chinese Foods - Cantonese,52.223.42.152,658.18,2020-05-07
1000,1,visa,4017955895248,Wine - Placido Pinot Grigo,231.210.132.151,265.30,2019-12-30
